"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","CARRIER","FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","TAXI_OUT","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2016,3,19,6,2016-03-19,"DL",19790,"DL","1172",14771,"SFO","San Francisco, CA","CA",10397,"ATL","Atlanta, GA","GA","1410","1409",-1.00,0.00,16.00,7.00,"2145","2127",-18.00,0.00,0.00,"",0.00,275.00,258.00,235.00,1.00,2139.00,,,,,,
2016,3,19,6,2016-03-19,"DL",19790,"DL","1173",11433,"DTW","Detroit, MI","MI",14492,"RDU","Raleigh/Durham, NC","NC","2044","2041",-3.00,0.00,16.00,4.00,"2224","2218",-6.00,0.00,0.00,"",0.00,100.00,97.00,77.00,1.00,501.00,,,,,,
2016,3,19,6,2016-03-19,"DL",19790,"DL","1174",12953,"LGA","New York, NY","NY",14027,"PBI","West Palm Beach/Palm Beach, FL","FL","1200","1253",53.00,53.00,33.00,6.00,"1514","1616",62.00,62.00,0.00,"",0.00,194.00,203.00,164.00,1.00,1035.00,0.00,0.00,62.00,0.00,0.00,
2016,3,19,6,2016-03-19,"DL",19790,"DL","1175",11292,"DEN","Denver, CO","CO",10397,"ATL","Atlanta, GA","GA","1445","1444",-1.00,0.00,13.00,7.00,"1938","1922",-16.00,0.00,0.00,"",0.00,173.00,158.00,138.00,1.00,1199.00,,,,,,
2016,3,19,6,2016-03-19,"DL",19790,"DL","1176",10397,"ATL","Atlanta, GA","GA",10792,"BUF","Buffalo, NY","NY","1627","1626",-1.00,0.00,19.00,4.00,"1830","1815",-15.00,0.00,0.00,"",0.00,123.00,109.00,86.00,1.00,712.00,,,,,,
2016,3,19,6,2016-03-19,"DL",19790,"DL","1176",10792,"BUF","Buffalo, NY","NY",10397,"ATL","Atlanta, GA","GA","1912","1909",-3.00,0.00,10.00,7.00,"2129","2117",-12.00,0.00,0.00,"",0.00,137.00,128.00,111.00,1.00,712.00,,,,,,
2016,3,19,6,2016-03-19,"DL",19790,"DL","1177",10397,"ATL","Atlanta, GA","GA",14492,"RDU","Raleigh/Durham, NC","NC","1000","1009",9.00,9.00,19.00,4.00,"1121","1122",1.00,1.00,0.00,"",0.00,81.00,73.00,50.00,1.00,356.00,,,,,,
2016,3,19,6,2016-03-19,"DL",19790,"DL","1177",14492,"RDU","Raleigh/Durham, NC","NC",10397,"ATL","Atlanta, GA","GA","1201","1206",5.00,5.00,12.00,5.00,"1325","1324",-1.00,0.00,0.00,"",0.00,84.00,78.00,61.00,1.00,356.00,,,,,,
2016,3,19,6,2016-03-19,"DL",19790,"DL","1178",10397,"ATL","Atlanta, GA","GA",14524,"RIC","Richmond, VA","VA","1430","1429",-1.00,0.00,11.00,5.00,"1555","1548",-7.00,0.00,0.00,"",0.00,85.00,79.00,63.00,1.00,481.00,,,,,,
2016,3,19,6,2016-03-19,"DL",19790,"DL","1178",14524,"RIC","Richmond, VA","VA",10397,"ATL","Atlanta, GA","GA","1635","1631",-4.00,0.00,18.00,9.00,"1822","1817",-5.00,0.00,0.00,"",0.00,107.00,106.00,79.00,1.00,481.00,,,,,,
