"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","CARRIER","FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST_AIRPORT_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","TAXI_OUT","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2015,6,30,2,2015-06-30,"DL",19790,"DL","2169",13204,"MCO","Orlando, FL","FL",10397,"ATL","Atlanta, GA","GA","1330","1329",-1.00,0.00,16.00,17.00,"1509","1504",-5.00,0.00,0.00,"",0.00,99.00,95.00,62.00,1.00,404.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2170",14869,"SLC","Salt Lake City, UT","UT",12892,"LAX","Los Angeles, CA","CA","0947","0944",-3.00,0.00,19.00,30.00,"1050","1055",5.00,5.00,0.00,"",0.00,123.00,131.00,82.00,1.00,590.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2171",14730,"SDF","Louisville, KY","KY",10397,"ATL","Atlanta, GA","GA","0725","0720",-5.00,0.00,37.00,5.00,"0859","0909",10.00,10.00,0.00,"",0.00,94.00,109.00,67.00,1.00,321.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2172",10397,"ATL","Atlanta, GA","GA",15304,"TPA","Tampa, FL","FL","1430","1430",0.00,0.00,18.00,4.00,"1601","1551",-10.00,0.00,0.00,"",0.00,91.00,81.00,59.00,1.00,406.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2172",15304,"TPA","Tampa, FL","FL",10397,"ATL","Atlanta, GA","GA","1645","1641",-4.00,0.00,12.00,10.00,"1826","1809",-17.00,0.00,0.00,"",0.00,101.00,88.00,66.00,1.00,406.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2173",10397,"ATL","Atlanta, GA","GA",13303,"MIA","Miami, FL","FL","1110","1108",-2.00,0.00,25.00,4.00,"1310","1301",-9.00,0.00,0.00,"",0.00,120.00,113.00,84.00,1.00,594.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2173",13303,"MIA","Miami, FL","FL",10397,"ATL","Atlanta, GA","GA","1400","1809",249.00,249.00,17.00,16.00,"1610","2014",244.00,244.00,0.00,"",0.00,130.00,125.00,92.00,1.00,594.00,244.00,0.00,0.00,0.00,0.00,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2174",13487,"MSP","Minneapolis, MN","MN",14492,"RDU","Raleigh/Durham, NC","NC","1911","1927",16.00,16.00,15.00,3.00,"2242","2241",-1.00,0.00,0.00,"",0.00,151.00,134.00,116.00,1.00,980.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2175",12478,"JFK","New York, NY","NY",13487,"MSP","Minneapolis, MN","MN","0830","0831",1.00,1.00,35.00,5.00,"1043","1031",-12.00,0.00,0.00,"",0.00,193.00,180.00,140.00,1.00,1029.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2176",10397,"ATL","Atlanta, GA","GA",10693,"BNA","Nashville, TN","TN","1640","1638",-2.00,0.00,13.00,5.00,"1651","1634",-17.00,0.00,0.00,"",0.00,71.00,56.00,38.00,1.00,214.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2176",10693,"BNA","Nashville, TN","TN",10397,"ATL","Atlanta, GA","GA","1731","1731",0.00,0.00,30.00,7.00,"1942","1946",4.00,4.00,0.00,"",0.00,71.00,75.00,38.00,1.00,214.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2177",10397,"ATL","Atlanta, GA","GA",11995,"GSO","Greensboro/High Point, NC","NC","0821","0821",0.00,0.00,15.00,4.00,"0934","0930",-4.00,0.00,0.00,"",0.00,73.00,69.00,50.00,1.00,306.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2177",11995,"GSO","Greensboro/High Point, NC","NC",10397,"ATL","Atlanta, GA","GA","1010","1007",-3.00,0.00,15.00,11.00,"1128","1123",-5.00,0.00,0.00,"",0.00,78.00,76.00,50.00,1.00,306.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2178",12953,"LGA","New York, NY","NY",15304,"TPA","Tampa, FL","FL","1845","1853",8.00,8.00,17.00,2.00,"2144","2141",-3.00,0.00,0.00,"",0.00,179.00,168.00,149.00,1.00,1010.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2179",12478,"JFK","New York, NY","NY",15304,"TPA","Tampa, FL","FL","1452","1447",-5.00,0.00,61.00,4.00,"1803","1823",20.00,20.00,0.00,"",0.00,191.00,216.00,151.00,1.00,1005.00,0.00,0.00,20.00,0.00,0.00,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2180",10397,"ATL","Atlanta, GA","GA",13244,"MEM","Memphis, TN","TN","1059","1104",5.00,5.00,27.00,9.00,"1118","1138",20.00,20.00,0.00,"",0.00,79.00,94.00,58.00,1.00,332.00,0.00,0.00,20.00,0.00,0.00,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2181",14107,"PHX","Phoenix, AZ","AZ",11433,"DTW","Detroit, MI","MI","1135","1205",30.00,30.00,13.00,12.00,"1825","1909",44.00,44.00,0.00,"",0.00,230.00,244.00,219.00,1.00,1671.00,30.00,0.00,14.00,0.00,0.00,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2183",10397,"ATL","Atlanta, GA","GA",13930,"ORD","Chicago, IL","IL","0855","0855",0.00,0.00,12.00,5.00,"0955","0955",0.00,0.00,0.00,"",0.00,120.00,120.00,103.00,1.00,606.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2184",10397,"ATL","Atlanta, GA","GA",12953,"LGA","New York, NY","NY","0600","0554",-6.00,0.00,13.00,7.00,"0812","0753",-19.00,0.00,0.00,"",0.00,132.00,119.00,99.00,1.00,762.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2185",10397,"ATL","Atlanta, GA","GA",15370,"TUL","Tulsa, OK","OK","1630","1659",29.00,29.00,11.00,3.00,"1736","1743",7.00,7.00,0.00,"",0.00,126.00,104.00,90.00,1.00,674.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2185",15370,"TUL","Tulsa, OK","OK",10397,"ATL","Atlanta, GA","GA","1812","1816",4.00,4.00,24.00,7.00,"2114","2119",5.00,5.00,0.00,"",0.00,122.00,123.00,92.00,1.00,674.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2186",10397,"ATL","Atlanta, GA","GA",12953,"LGA","New York, NY","NY","1945","1945",0.00,0.00,125.00,12.00,"2211","2342",91.00,91.00,0.00,"",0.00,146.00,237.00,100.00,1.00,762.00,0.00,0.00,91.00,0.00,0.00,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2187",13204,"MCO","Orlando, FL","FL",12953,"LGA","New York, NY","NY","1513","1547",34.00,34.00,15.00,12.00,"1759","1840",41.00,41.00,0.00,"",0.00,166.00,173.00,146.00,1.00,950.00,0.00,0.00,41.00,0.00,0.00,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2188",10397,"ATL","Atlanta, GA","GA",14747,"SEA","Seattle, WA","WA","1630","1648",18.00,18.00,12.00,6.00,"1853","1849",-4.00,0.00,0.00,"",0.00,323.00,301.00,283.00,1.00,2182.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2188",14747,"SEA","Seattle, WA","WA",12523,"JNU","Juneau, AK","AK","1955","1953",-2.00,0.00,21.00,2.00,"2122","2126",4.00,4.00,0.00,"",0.00,147.00,153.00,130.00,1.00,909.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2190",11433,"DTW","Detroit, MI","MI",13244,"MEM","Memphis, TN","TN","1233","1226",-7.00,0.00,14.00,11.00,"1328","1316",-12.00,0.00,0.00,"",0.00,115.00,110.00,85.00,1.00,610.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2191",12953,"LGA","New York, NY","NY",13487,"MSP","Minneapolis, MN","MN","1854","1859",5.00,5.00,28.00,3.00,"2055","2101",6.00,6.00,0.00,"",0.00,181.00,182.00,151.00,1.00,1020.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2192",15304,"TPA","Tampa, FL","FL",11433,"DTW","Detroit, MI","MI","0830","0832",2.00,2.00,10.00,6.00,"1106","1111",5.00,5.00,0.00,"",0.00,156.00,159.00,143.00,1.00,983.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2193",13487,"MSP","Minneapolis, MN","MN",14747,"SEA","Seattle, WA","WA","0656","0654",-2.00,0.00,11.00,12.00,"0832","0829",-3.00,0.00,0.00,"",0.00,216.00,215.00,192.00,1.00,1399.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2194",11433,"DTW","Detroit, MI","MI",10397,"ATL","Atlanta, GA","GA","2025","2023",-2.00,0.00,32.00,6.00,"2222","2228",6.00,6.00,0.00,"",0.00,117.00,125.00,87.00,1.00,594.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2195",11977,"GRB","Green Bay, WI","WI",13487,"MSP","Minneapolis, MN","MN","1731","1727",-4.00,0.00,23.00,28.00,"1838","1900",22.00,22.00,0.00,"",0.00,67.00,93.00,42.00,1.00,252.00,0.00,0.00,22.00,0.00,0.00,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2195",13487,"MSP","Minneapolis, MN","MN",11977,"GRB","Green Bay, WI","WI","1527","1523",-4.00,0.00,11.00,3.00,"1631","1615",-16.00,0.00,0.00,"",0.00,64.00,52.00,38.00,1.00,252.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2196",15096,"SYR","Syracuse, NY","NY",13487,"MSP","Minneapolis, MN","MN","0701","0653",-8.00,0.00,15.00,3.00,"0825","0813",-12.00,0.00,0.00,"",0.00,144.00,140.00,122.00,1.00,860.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2197",11066,"CMH","Columbus, OH","OH",10397,"ATL","Atlanta, GA","GA","0600","0558",-2.00,0.00,15.00,6.00,"0730","0726",-4.00,0.00,0.00,"",0.00,90.00,88.00,67.00,1.00,447.00,,,,,,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2198",13487,"MSP","Minneapolis, MN","MN",10257,"ALB","Albany, NY","NY","1915","1941",26.00,26.00,34.00,5.00,"2245","2321",36.00,36.00,0.00,"",0.00,150.00,160.00,121.00,1.00,980.00,25.00,0.00,10.00,0.00,1.00,
2015,6,30,2,2015-06-30,"DL",19790,"DL","2199",12478,"JFK","New York, NY","NY",13487,"MSP","Minneapolis, MN","MN","1620","1621",1.00,1.00,41.00,3.00,"1843","1841",-2.00,0.00,0.00,"",0.00,203.00,200.00,156.00,1.00,1029.00,,,,,,
