ORIGIN_CITY_NAME,O_lat,O_lon,DEST_CITY_NAME,D_lat,D_lon,Count
"Houston, TX",29.8131,-95.3098,"Greer, SC",34.8968,-82.2674,1484
"Detroit, MI",42.3474,-83.0604,"Greer, SC",34.8968,-82.2674,796
"Baltimore, MD",39.2946,-76.6252,"Greer, SC",34.8968,-82.2674,580
"Newark, NJ",40.7361,-74.2251,"Greer, SC",34.8968,-82.2674,1686
"Chicago, IL",41.9613,-87.8849,"Syracuse, NY",43.0214,-76.1977,2703
"Newark, NJ",40.7361,-74.2251,"Syracuse, NY",43.0214,-76.1977,957
"Chicago, IL",41.9613,-87.8849,"Traverse City, MI",44.693999999999996,-85.6763,2664
"Minneapolis, MN",44.9462,-93.2,"Traverse City, MI",44.693999999999996,-85.6763,428
"Detroit, MI",42.3474,-83.0604,"Traverse City, MI",44.693999999999996,-85.6763,1869
"Chicago, IL",41.9613,-87.8849,"South Bend, IN",41.6727,-86.2535,2611
"Atlanta, GA",33.8444,-84.47399999999999,"South Bend, IN",41.6727,-86.2535,2596
"Detroit, MI",42.3474,-83.0604,"South Bend, IN",41.6727,-86.2535,2914
"Newark, NJ",40.7361,-74.2251,"South Bend, IN",41.6727,-86.2535,807
"Chicago, IL",41.9613,-87.8849,"Akron, OH",41.0449,-81.52,2553
"Atlanta, GA",33.8444,-84.47399999999999,"Akron, OH",41.0449,-81.52,4535
"Tampa, FL",27.9961,-82.58200000000001,"Akron, OH",41.0449,-81.52,533
"Detroit, MI",42.3474,-83.0604,"Akron, OH",41.0449,-81.52,583
"Chicago, IL",41.9613,-87.8849,"Duluth, MN",47.0056,-92.0019,2426
"Minneapolis, MN",44.9462,-93.2,"Duluth, MN",47.0056,-92.0019,1996
"Chicago, IL",41.9613,-87.8849,"Moline, IL",41.4906,-90.49799999999999,2341
"Atlanta, GA",33.8444,-84.47399999999999,"Moline, IL",41.4906,-90.49799999999999,1795
"Detroit, MI",42.3474,-83.0604,"Moline, IL",41.4906,-90.49799999999999,764
"Chicago, IL",41.9613,-87.8849,"Lincoln, NE",40.8651,-96.8231,2325
"Atlanta, GA",33.8444,-84.47399999999999,"Lincoln, NE",40.8651,-96.8231,683
"Minneapolis, MN",44.9462,-93.2,"Lincoln, NE",40.8651,-96.8231,1339
"Denver, CO",39.7263,-104.8568,"Lincoln, NE",40.8651,-96.8231,1631
"Atlanta, GA",33.8444,-84.47399999999999,"Harrisburg, PA",40.2618,-76.8831,2078
"Chicago, IL",41.9613,-87.8849,"Mosinee, WI",44.7997,-89.6845,2216
"Minneapolis, MN",44.9462,-93.2,"Mosinee, WI",44.7997,-89.6845,121
"Atlanta, GA",33.8444,-84.47399999999999,"Charlottesville, VA",38.0936,-78.5611,2112
"Minneapolis, MN",44.9462,-93.2,"Lansing, MI",42.7039,-84.6228,996
"Chicago, IL",41.9613,-87.8849,"Savannah, GA",32.0749,-81.0883,1787
"Detroit, MI",42.3474,-83.0604,"Savannah, GA",32.0749,-81.0883,280
"Newark, NJ",40.7361,-74.2251,"Savannah, GA",32.0749,-81.0883,1498
"Atlanta, GA",33.8444,-84.47399999999999,"Asheville, NC",35.5971,-82.5565,4344
"Newark, NJ",40.7361,-74.2251,"Asheville, NC",35.5971,-82.5565,414
"Chicago, IL",41.9613,-87.8849,"Jacksonville, FL",30.3375,-81.7686,1584
"Atlanta, GA",33.8444,-84.47399999999999,"Jacksonville, FL",30.3375,-81.7686,11343
"Minneapolis, MN",44.9462,-93.2,"Jacksonville, FL",30.3375,-81.7686,284
"Fort Lauderdale, FL",26.1216,-80.1288,"Jacksonville, FL",30.3375,-81.7686,1877
"Charlotte, NC",35.26,-80.8042,"Jacksonville, FL",30.3375,-81.7686,4216
"Baltimore, MD",39.2946,-76.6252,"Jacksonville, FL",30.3375,-81.7686,2424
"Newark, NJ",40.7361,-74.2251,"Jacksonville, FL",30.3375,-81.7686,2402
"Nashville, TN",36.1657,-86.7781,"Jacksonville, FL",30.3375,-81.7686,1966
"Minneapolis, MN",44.9462,-93.2,"Rochester, MN",44.0496,-92.4896,1292
"Chicago, IL",41.9613,-87.8849,"Roanoke, VA",37.2707,-79.9415,1416
"Atlanta, GA",33.8444,-84.47399999999999,"Roanoke, VA",37.2707,-79.9415,3297
"Washington, DC",38.9122,-77.0177,"Columbia, SC",34.0004,-81.0334,193
"Houston, TX",29.8131,-95.3098,"Columbia, SC",34.0004,-81.0334,594
"Chicago, IL",41.9613,-87.8849,"Portland, ME",43.6606,-70.2589,855
"Baltimore, MD",39.2946,-76.6252,"Portland, ME",43.6606,-70.2589,2265
"Newark, NJ",40.7361,-74.2251,"Portland, ME",43.6606,-70.2589,2237
"Atlanta, GA",33.8444,-84.47399999999999,"Huntsville, AL",34.7269,-86.5673,5535
"Denver, CO",39.7263,-104.8568,"Huntsville, AL",34.7269,-86.5673,145
"Atlanta, GA",33.8444,-84.47399999999999,"Chattanooga, TN",35.0178,-85.2064,6238
"Detroit, MI",42.3474,-83.0604,"Chattanooga, TN",35.0178,-85.2064,1055
"Newark, NJ",40.7361,-74.2251,"Chattanooga, TN",35.0178,-85.2064,229
"Chicago, IL",41.9613,-87.8849,"Rapid City, SD",44.1415,-103.2052,628
"Denver, CO",39.7263,-104.8568,"Rapid City, SD",44.1415,-103.2052,1383
"Salt Lake City, UT",40.7559,-111.8967,"Rapid City, SD",44.1415,-103.2052,979
"Atlanta, GA",33.8444,-84.47399999999999,"Mobile, AL",30.7011,-88.1032,4921
"Houston, TX",29.8131,-95.3098,"Mobile, AL",30.7011,-88.1032,3252
"Atlanta, GA",33.8444,-84.47399999999999,"Myrtle Beach, SC",33.7587,-78.8044,3154
"Newark, NJ",40.7361,-74.2251,"Myrtle Beach, SC",33.7587,-78.8044,285
"Niagara Falls, NY",43.0955,-79.0414,"Myrtle Beach, SC",33.7587,-78.8044,267
"Houston, TX",29.8131,-95.3098,"Pensacola, FL",30.4223,-87.2248,3815
"Tampa, FL",27.9961,-82.58200000000001,"Trenton, NJ",40.2805,-74.712,314
"Boston, MA",42.3706,-71.027,"Atlantic City, NJ",39.3642,-74.4233,328
"Atlanta, GA",33.8444,-84.47399999999999,"Atlantic City, NJ",39.3642,-74.4233,419
"Orlando, FL",28.5399,-81.3727,"Latrobe, PA",40.2926,-79.4103,689
"Tampa, FL",27.9961,-82.58200000000001,"Latrobe, PA",40.2926,-79.4103,177
"Seattle, WA",47.4323,-121.8034,"Billings, MT",45.7745,-108.5005,135
"Denver, CO",39.7263,-104.8568,"Billings, MT",45.7745,-108.5005,2566
"Salt Lake City, UT",40.7559,-111.8967,"Billings, MT",45.7745,-108.5005,2288
"Denver, CO",39.7263,-104.8568,"Gunnison, CO",38.5511,-106.931,289
"Denver, CO",39.7263,-104.8568,"Cody, WY",44.5231,-109.0756,366
"Houston, TX",29.8131,-95.3098,"Grand Junction, CO",39.0783,-108.5457,316
"Phoenix, AZ",33.704,-112.3518,"Grand Junction, CO",39.0783,-108.5457,2115
"Salt Lake City, UT",40.7559,-111.8967,"Grand Junction, CO",39.0783,-108.5457,1644
"Atlanta, GA",33.8444,-84.47399999999999,"Baton Rouge, LA",30.4492,-91.1856,5478
"Houston, TX",29.8131,-95.3098,"Baton Rouge, LA",30.4492,-91.1856,4489
"Miami, FL",25.7791,-80.1978,"Tallahassee, FL",30.4286,-84.2593,446
"Atlanta, GA",33.8444,-84.47399999999999,"Gainesville, FL",29.6489,-82.325,4552
"Atlanta, GA",33.8444,-84.47399999999999,"Panama City, FL",30.1606,-85.6494,4271
"Houston, TX",29.8131,-95.3098,"Panama City, FL",30.1606,-85.6494,2441
"Charlotte, NC",35.26,-80.8042,"Wilmington, NC",34.2726,-77.9633,940
"Atlanta, GA",33.8444,-84.47399999999999,"Melbourne, FL",28.0691,-80.62,2965
"Atlanta, GA",33.8444,-84.47399999999999,"Lafayette, LA",30.2361,-92.0083,2627
"Atlanta, GA",33.8444,-84.47399999999999,"Columbus, GA",32.4841,-84.9431,2414
"Atlanta, GA",33.8444,-84.47399999999999,"Columbus, MS",33.4109,-88.5047,2029
"Atlanta, GA",33.8444,-84.47399999999999,"Killeen, TX",31.0858,-97.3571,1220
"Denver, CO",39.7263,-104.8568,"Lubbock, TX",33.5865,-101.8606,1226
"Houston, TX",29.8131,-95.3098,"Lubbock, TX",33.5865,-101.8606,2319
"Dallas, TX",32.7904,-96.8044,"Lubbock, TX",33.5865,-101.8606,3443
"Houston, TX",29.8131,-95.3098,"Amarillo, TX",35.2032,-101.8421,1943
"Seattle, WA",47.4323,-121.8034,"Bellingham, WA",48.748999999999995,-122.4887,443
"Kahului, HI",20.8814,-156.4783,"Bellingham, WA",48.748999999999995,-122.4887,174
"Minneapolis, MN",44.9462,-93.2,"Grand Forks, ND",47.901,-97.0446,2363
"Denver, CO",39.7263,-104.8568,"Williston, ND",48.2257,-103.649,2147
"Minneapolis, MN",44.9462,-93.2,"Brainerd, MN",46.3502,-94.1,1281
"Minneapolis, MN",44.9462,-93.2,"Hibbing, MN",47.4156,-92.9356,1247
"Denver, CO",39.7263,-104.8568,"Dickinson, ND",46.8057,-102.7565,340
"Alpena, MI",45.07899999999999,-83.4602,"Pellston, MI",45.5703,-84.8425,269
"Fort Lauderdale, FL",26.1216,-80.1288,"Islip, NY",40.7348,-73.2221,1182
"Orlando, FL",28.5399,-81.3727,"Islip, NY",40.7348,-73.2221,2308
"Seattle, WA",47.4323,-121.8034,"Juneau, AK",58.3628,-134.5294,2834
"Seattle, WA",47.4323,-121.8034,"Ketchikan, AK",55.372,-131.6832,2823
"Seattle, WA",47.4323,-121.8034,"Sitka, AK",57.0514,-135.3166,464
"Salt Lake City, UT",40.7559,-111.8967,"Lewiston, ID",46.3646,-116.8609,1352
"Denver, CO",39.7263,-104.8568,"Casper, WY",42.8458,-106.3166,1744
"Salt Lake City, UT",40.7559,-111.8967,"Casper, WY",42.8458,-106.3166,1641
"Denver, CO",39.7263,-104.8568,"Jamestown, ND",46.92100000000001,-98.7455,1173
"Houston, TX",29.8131,-95.3098,"Corpus Christi, TX",27.7941,-97.40299999999999,6545
"Houston, TX",29.8131,-95.3098,"Hobbs, NM",32.7222,-103.1372,1246
"Phoenix, AZ",33.704,-112.3518,"Yuma, AZ",32.7015,-114.6424,4015
"Detroit, MI",42.3474,-83.0604,"Binghamton, NY",42.1463,-75.8865,1202
"Detroit, MI",42.3474,-83.0604,"Bangor, ME",44.8242,-68.7918,619
"Anchorage, AK",61.2116,-149.8761,"Kotzebue, AK",66.8653,-161.7808,1347
"Nome, AK",64.8393,-164.4361,"Kotzebue, AK",66.8653,-161.7808,103
"Anchorage, AK",61.2116,-149.8761,"Nome, AK",64.8393,-164.4361,829
