ORIGIN_CITY_NAME,O_lat,O_lon,DEST_CITY_NAME,D_lat,D_lon,Count
"San Francisco, CA",37.7848,-122.7278,"Los Angeles, CA",33.9731,-118.2479,32799
"Chicago, IL",41.9613,-87.8849,"Los Angeles, CA",33.9731,-118.2479,21661
"Boston, MA",42.3706,-71.027,"Los Angeles, CA",33.9731,-118.2479,9093
"Atlanta, GA",33.8444,-84.47399999999999,"Los Angeles, CA",33.9731,-118.2479,12718
"Washington, DC",38.9122,-77.0177,"Los Angeles, CA",33.9731,-118.2479,10044
"Las Vegas, NV",36.1721,-115.1224,"Los Angeles, CA",33.9731,-118.2479,22138
"Miami, FL",25.7791,-80.1978,"Los Angeles, CA",33.9731,-118.2479,6519
"Minneapolis, MN",44.9462,-93.2,"Los Angeles, CA",33.9731,-118.2479,7264
"Fort Lauderdale, FL",26.1216,-80.1288,"Los Angeles, CA",33.9731,-118.2479,3835
"Orlando, FL",28.5399,-81.3727,"Los Angeles, CA",33.9731,-118.2479,5575
"Seattle, WA",47.4323,-121.8034,"Los Angeles, CA",33.9731,-118.2479,18899
"Denver, CO",39.7263,-104.8568,"Los Angeles, CA",33.9731,-118.2479,13535
"Kahului, HI",20.8814,-156.4783,"Los Angeles, CA",33.9731,-118.2479,6055
"Honolulu, HI",24.8598,-168.0218,"Los Angeles, CA",33.9731,-118.2479,11427
"Houston, TX",29.8131,-95.3098,"Los Angeles, CA",33.9731,-118.2479,12961
"Phoenix, AZ",33.704,-112.3518,"Los Angeles, CA",33.9731,-118.2479,15901
"San Diego, CA",32.7185,-117.1593,"Los Angeles, CA",33.9731,-118.2479,7899
"Tampa, FL",27.9961,-82.58200000000001,"Los Angeles, CA",33.9731,-118.2479,1208
"Detroit, MI",42.3474,-83.0604,"Los Angeles, CA",33.9731,-118.2479,4481
"Philadelphia, PA",40.0018,-75.1179,"Los Angeles, CA",33.9731,-118.2479,4335
"Salt Lake City, UT",40.7559,-111.8967,"Los Angeles, CA",33.9731,-118.2479,11029
"Dallas, TX",32.7904,-96.8044,"Los Angeles, CA",33.9731,-118.2479,5244
"Charlotte, NC",35.26,-80.8042,"Los Angeles, CA",33.9731,-118.2479,4280
"Anchorage, AK",61.2116,-149.8761,"Los Angeles, CA",33.9731,-118.2479,941
"Oakland, CA",37.7806,-122.2166,"Los Angeles, CA",33.9731,-118.2479,13078
"Lihue, HI",21.9816,-159.3683,"Los Angeles, CA",33.9731,-118.2479,2907
"Baltimore, MD",39.2946,-76.6252,"Los Angeles, CA",33.9731,-118.2479,3211
"New Orleans, LA",29.9605,-90.0753,"Los Angeles, CA",33.9731,-118.2479,4450
"Newark, NJ",40.7361,-74.2251,"Los Angeles, CA",33.9731,-118.2479,10566
"San Jose, CA",37.3894,-121.8868,"Los Angeles, CA",33.9731,-118.2479,11916
"Cleveland, OH",41.5234,-81.5996,"Los Angeles, CA",33.9731,-118.2479,1873
"Sacramento, CA",38.3805,-121.5554,"Los Angeles, CA",33.9731,-118.2479,11010
"Milwaukee, WI",43.0113,-87.9584,"Los Angeles, CA",33.9731,-118.2479,824
"Hilo, HI",19.7025,-155.0939,"Los Angeles, CA",33.9731,-118.2479,562
"Nashville, TN",36.1657,-86.7781,"Los Angeles, CA",33.9731,-118.2479,3911
"Portland, OR",45.5078,-122.6897,"Los Angeles, CA",33.9731,-118.2479,8556
"San Antonio, TX",29.4711,-98.5356,"Los Angeles, CA",33.9731,-118.2479,3067
"Austin, TX",30.3264,-97.7713,"Los Angeles, CA",33.9731,-118.2479,5733
"Kansas City, MO",39.1024,-94.5986,"Los Angeles, CA",33.9731,-118.2479,2682
"Columbus, OH",40.0999,-83.0157,"Los Angeles, CA",33.9731,-118.2479,1286
"Indianapolis, IN",39.775,-86.1093,"Los Angeles, CA",33.9731,-118.2479,1977
"Pittsburgh, PA",40.4752,-79.9528,"Los Angeles, CA",33.9731,-118.2479,707
"Omaha, NE",41.2917,-96.1711,"Los Angeles, CA",33.9731,-118.2479,338
"Memphis, TN",35.1693,-89.9904,"Los Angeles, CA",33.9731,-118.2479,565
"Reno, NV",39.5268,-119.8113,"Los Angeles, CA",33.9731,-118.2479,3783
"Spokane, WA",47.6665,-117.4365,"Los Angeles, CA",33.9731,-118.2479,263
"Ontario, CA",34.84,-115.9671,"Los Angeles, CA",33.9731,-118.2479,1
"Cincinnati, OH",39.1668,-84.5382,"Los Angeles, CA",33.9731,-118.2479,1298
"Buffalo, NY",42.8967,-78.8846,"Los Angeles, CA",33.9731,-118.2479,190
"Tucson, AZ",32.2139,-110.9694,"Los Angeles, CA",33.9731,-118.2479,5510
"Wichita, KS",37.652,-97.259,"Los Angeles, CA",33.9731,-118.2479,58
"Madison, WI",43.0696,-89.4239,"Los Angeles, CA",33.9731,-118.2479,2
"Hartford, CT",41.7801,-72.6771,"Los Angeles, CA",33.9731,-118.2479,201
"Oklahoma City, OK",35.3513,-97.4953,"Los Angeles, CA",33.9731,-118.2479,667
"Palm Springs, CA",33.8414,-116.5347,"Los Angeles, CA",33.9731,-118.2479,1134
"Colorado Springs, CO",38.8615,-104.8578,"Los Angeles, CA",33.9731,-118.2479,1393
"El Paso, TX",31.7584,-106.4783,"Los Angeles, CA",33.9731,-118.2479,1930
"Albuquerque, NM",35.1996,-106.6448,"Los Angeles, CA",33.9731,-118.2479,3206
"Santa Barbara, CA",34.4197,-119.7078,"Los Angeles, CA",33.9731,-118.2479,3015
"Boise, ID",43.6038,-116.2729,"Los Angeles, CA",33.9731,-118.2479,1361
"Eugene, OR",44.0682,-123.0819,"Los Angeles, CA",33.9731,-118.2479,949
"Aspen, CO",39.1951,-106.8236,"Los Angeles, CA",33.9731,-118.2479,1496
"Fresno, CA",36.8411,-119.801,"Los Angeles, CA",33.9731,-118.2479,3172
"Monterey, CA",36.5802,-121.8443,"Los Angeles, CA",33.9731,-118.2479,2959
"San Luis Obispo, CA",35.2635,-120.6509,"Los Angeles, CA",33.9731,-118.2479,2884
"Bozeman, MT",45.6693,-111.0431,"Los Angeles, CA",33.9731,-118.2479,307
"Santa Fe, NM",35.6975,-105.9821,"Los Angeles, CA",33.9731,-118.2479,230
"Jackson, WY",43.4528,-110.7393,"Los Angeles, CA",33.9731,-118.2479,571
"Kalispell, MT",48.2028,-114.3039,"Los Angeles, CA",33.9731,-118.2479,13
"Twin Falls, ID",42.5565,-114.4693,"Los Angeles, CA",33.9731,-118.2479,4
"Durango, CO",37.2874,-107.8617,"Los Angeles, CA",33.9731,-118.2479,12
"Santa Maria, CA",34.9545,-120.4324,"Los Angeles, CA",33.9731,-118.2479,249
"Eagle, CO",39.6341,-106.7588,"Los Angeles, CA",33.9731,-118.2479,234
"Carlsbad, CA",33.1602,-117.325,"Los Angeles, CA",33.9731,-118.2479,641
"Hayden, CO",40.4945,-107.2571,"Los Angeles, CA",33.9731,-118.2479,160
"San Francisco, CA",37.7848,-122.7278,"Chicago, IL",41.9613,-87.8849,18060
"Los Angeles, CA",33.9731,-118.2479,"Chicago, IL",41.9613,-87.8849,22351
"Boston, MA",42.3706,-71.027,"Chicago, IL",41.9613,-87.8849,17412
"Atlanta, GA",33.8444,-84.47399999999999,"Chicago, IL",41.9613,-87.8849,24433
"Washington, DC",38.9122,-77.0177,"Chicago, IL",41.9613,-87.8849,22935
"Las Vegas, NV",36.1721,-115.1224,"Chicago, IL",41.9613,-87.8849,15459
"Miami, FL",25.7791,-80.1978,"Chicago, IL",41.9613,-87.8849,8812
"Minneapolis, MN",44.9462,-93.2,"Chicago, IL",41.9613,-87.8849,20812
"Fort Lauderdale, FL",26.1216,-80.1288,"Chicago, IL",41.9613,-87.8849,7699
"Orlando, FL",28.5399,-81.3727,"Chicago, IL",41.9613,-87.8849,15351
"Seattle, WA",47.4323,-121.8034,"Chicago, IL",41.9613,-87.8849,11285
"Denver, CO",39.7263,-104.8568,"Chicago, IL",41.9613,-87.8849,18542
"Kahului, HI",20.8814,-156.4783,"Chicago, IL",41.9613,-87.8849,182
"Honolulu, HI",24.8598,-168.0218,"Chicago, IL",41.9613,-87.8849,731
"Houston, TX",29.8131,-95.3098,"Chicago, IL",41.9613,-87.8849,13805
"Phoenix, AZ",33.704,-112.3518,"Chicago, IL",41.9613,-87.8849,14797
"San Diego, CA",32.7185,-117.1593,"Chicago, IL",41.9613,-87.8849,8733
"Tampa, FL",27.9961,-82.58200000000001,"Chicago, IL",41.9613,-87.8849,8427
"Detroit, MI",42.3474,-83.0604,"Chicago, IL",41.9613,-87.8849,14333
"Philadelphia, PA",40.0018,-75.1179,"Chicago, IL",41.9613,-87.8849,14312
"Salt Lake City, UT",40.7559,-111.8967,"Chicago, IL",41.9613,-87.8849,7578
"Dallas, TX",32.7904,-96.8044,"Chicago, IL",41.9613,-87.8849,4557
"Charlotte, NC",35.26,-80.8042,"Chicago, IL",41.9613,-87.8849,10886
"Anchorage, AK",61.2116,-149.8761,"Chicago, IL",41.9613,-87.8849,1322
"Oakland, CA",37.7806,-122.2166,"Chicago, IL",41.9613,-87.8849,2925
"Baltimore, MD",39.2946,-76.6252,"Chicago, IL",41.9613,-87.8849,9117
"New Orleans, LA",29.9605,-90.0753,"Chicago, IL",41.9613,-87.8849,4724
"Newark, NJ",40.7361,-74.2251,"Chicago, IL",41.9613,-87.8849,12417
"San Jose, CA",37.3894,-121.8868,"Chicago, IL",41.9613,-87.8849,2151
"Cleveland, OH",41.5234,-81.5996,"Chicago, IL",41.9613,-87.8849,11398
"Jacksonville, FL",30.3375,-81.7686,"Chicago, IL",41.9613,-87.8849,1786
"Sacramento, CA",38.3805,-121.5554,"Chicago, IL",41.9613,-87.8849,2380
"Milwaukee, WI",43.0113,-87.9584,"Chicago, IL",41.9613,-87.8849,10188
"Nashville, TN",36.1657,-86.7781,"Chicago, IL",41.9613,-87.8849,10144
"Portland, OR",45.5078,-122.6897,"Chicago, IL",41.9613,-87.8849,6483
"San Antonio, TX",29.4711,-98.5356,"Chicago, IL",41.9613,-87.8849,3755
"Austin, TX",30.3264,-97.7713,"Chicago, IL",41.9613,-87.8849,6639
"Kansas City, MO",39.1024,-94.5986,"Chicago, IL",41.9613,-87.8849,9390
"Santa Ana, CA",33.7523,-117.8541,"Chicago, IL",41.9613,-87.8849,5267
"Columbus, OH",40.0999,-83.0157,"Chicago, IL",41.9613,-87.8849,8885
"Fort Myers, FL",26.6306,-81.8506,"Chicago, IL",41.9613,-87.8849,6605
"Indianapolis, IN",39.775,-86.1093,"Chicago, IL",41.9613,-87.8849,5351
"Richmond, VA",37.5593,-77.4471,"Chicago, IL",41.9613,-87.8849,3518
"Pittsburgh, PA",40.4752,-79.9528,"Chicago, IL",41.9613,-87.8849,6879
"Charleston, SC",32.7795,-79.9371,"Chicago, IL",41.9613,-87.8849,3374
"Savannah, GA",32.0749,-81.0883,"Chicago, IL",41.9613,-87.8849,1777
"Birmingham, AL",33.4564,-86.8019,"Chicago, IL",41.9613,-87.8849,3649
"Omaha, NE",41.2917,-96.1711,"Chicago, IL",41.9613,-87.8849,7046
"Memphis, TN",35.1693,-89.9904,"Chicago, IL",41.9613,-87.8849,4603
"Reno, NV",39.5268,-119.8113,"Chicago, IL",41.9613,-87.8849,1290
"Spokane, WA",47.6665,-117.4365,"Chicago, IL",41.9613,-87.8849,156
"Ontario, CA",34.84,-115.9671,"Chicago, IL",41.9613,-87.8849,722
"Cincinnati, OH",39.1668,-84.5382,"Chicago, IL",41.9613,-87.8849,6211
"Chattanooga, TN",35.0178,-85.2064,"Chicago, IL",41.9613,-87.8849,640
"Greer, SC",34.8968,-82.2674,"Chicago, IL",41.9613,-87.8849,2736
"Buffalo, NY",42.8967,-78.8846,"Chicago, IL",41.9613,-87.8849,5422
"Louisville, KY",38.189,-85.6768,"Chicago, IL",41.9613,-87.8849,4605
"Norfolk, VA",36.8466,-76.2855,"Chicago, IL",41.9613,-87.8849,3347
"Columbia, SC",34.0004,-81.0334,"Chicago, IL",41.9613,-87.8849,1301
"Tulsa, OK",36.0391,-95.8687,"Chicago, IL",41.9613,-87.8849,4357
"Providence, RI",41.8228,-71.4145,"Chicago, IL",41.9613,-87.8849,3238
"Huntsville, AL",34.7269,-86.5673,"Chicago, IL",41.9613,-87.8849,648
"Des Moines, IA",41.6727,-93.5722,"Chicago, IL",41.9613,-87.8849,5513
"Tucson, AZ",32.2139,-110.9694,"Chicago, IL",41.9613,-87.8849,2568
"Wichita, KS",37.652,-97.259,"Chicago, IL",41.9613,-87.8849,5479
"Madison, WI",43.0696,-89.4239,"Chicago, IL",41.9613,-87.8849,5429
"Lexington, KY",38.0378,-84.6164,"Chicago, IL",41.9613,-87.8849,3473
"Dayton, OH",39.7505,-84.2686,"Chicago, IL",41.9613,-87.8849,5038
"Manchester, NH",42.9929,-71.4633,"Chicago, IL",41.9613,-87.8849,2998
"Pensacola, FL",30.4223,-87.2248,"Chicago, IL",41.9613,-87.8849,508
"Hartford, CT",41.7801,-72.6771,"Chicago, IL",41.9613,-87.8849,4928
"Grand Rapids, MI",42.9842,-85.6291,"Chicago, IL",41.9613,-87.8849,4930
"Mobile, AL",30.7011,-88.1032,"Chicago, IL",41.9613,-87.8849,626
"Oklahoma City, OK",35.3513,-97.4953,"Chicago, IL",41.9613,-87.8849,3402
"Palm Springs, CA",33.8414,-116.5347,"Chicago, IL",41.9613,-87.8849,847
"Colorado Springs, CO",38.8615,-104.8578,"Chicago, IL",41.9613,-87.8849,2096
"El Paso, TX",31.7584,-106.4783,"Chicago, IL",41.9613,-87.8849,611
"Albuquerque, NM",35.1996,-106.6448,"Chicago, IL",41.9613,-87.8849,2245
"Akron, OH",41.0449,-81.52,"Chicago, IL",41.9613,-87.8849,2560
"Little Rock, AR",34.7483,-92.2819,"Chicago, IL",41.9613,-87.8849,3521
"Green Bay, WI",44.482,-88.0205,"Chicago, IL",41.9613,-87.8849,4412
"Asheville, NC",35.5971,-82.5565,"Chicago, IL",41.9613,-87.8849,1664
"Boise, ID",43.6038,-116.2729,"Chicago, IL",41.9613,-87.8849,1366
"White Plains, NY",41.033,-73.7652,"Chicago, IL",41.9613,-87.8849,2885
"Knoxville, TN",36.0323,-83.8848,"Chicago, IL",41.9613,-87.8849,4001
"Albany, NY",42.6149,-73.9708,"Chicago, IL",41.9613,-87.8849,3665
"Fayetteville, AR",36.052,-94.1534,"Chicago, IL",41.9613,-87.8849,3727
"Flint, MI",42.9659,-83.7808,"Chicago, IL",41.9613,-87.8849,3652
"Fort Wayne, IN",41.0938,-85.0707,"Chicago, IL",41.9613,-87.8849,3631
"Fargo, ND",46.9209,-96.8318,"Chicago, IL",41.9613,-87.8849,3504
"Sioux Falls, SD",43.5464,-96.6906,"Chicago, IL",41.9613,-87.8849,3572
"Aspen, CO",39.1951,-106.8236,"Chicago, IL",41.9613,-87.8849,1299
"Rochester, NY",43.1315,-77.6085,"Chicago, IL",41.9613,-87.8849,3384
"Peoria, IL",40.6931,-89.5898,"Chicago, IL",41.9613,-87.8849,3369
"Roanoke, VA",37.2707,-79.9415,"Chicago, IL",41.9613,-87.8849,1418
"Myrtle Beach, SC",33.7587,-78.8044,"Chicago, IL",41.9613,-87.8849,563
"Fairbanks, AK",64.64399999999999,-147.5221,"Chicago, IL",41.9613,-87.8849,143
"Springfield, MO",37.2581,-93.3437,"Chicago, IL",41.9613,-87.8849,2963
"South Bend, IN",41.6727,-86.2535,"Chicago, IL",41.9613,-87.8849,2613
"Appleton, WI",44.2773,-88.3976,"Chicago, IL",41.9613,-87.8849,2905
"Rapid City, SD",44.1415,-103.2052,"Chicago, IL",41.9613,-87.8849,639
"Syracuse, NY",43.0214,-76.1977,"Chicago, IL",41.9613,-87.8849,2644
"Portland, ME",43.6606,-70.2589,"Chicago, IL",41.9613,-87.8849,918
"Traverse City, MI",44.693999999999996,-85.6763,"Chicago, IL",41.9613,-87.8849,2665
"Billings, MT",45.7745,-108.5005,"Chicago, IL",41.9613,-87.8849,91
"Burlington, VT",44.483999999999995,-73.2199,"Chicago, IL",41.9613,-87.8849,1528
"Kalamazoo, MI",42.2736,-85.5457,"Chicago, IL",41.9613,-87.8849,2444
"Duluth, MN",47.0056,-92.0019,"Chicago, IL",41.9613,-87.8849,2425
"Bozeman, MT",45.6693,-111.0431,"Chicago, IL",41.9613,-87.8849,575
"Moline, IL",41.4906,-90.49799999999999,"Chicago, IL",41.9613,-87.8849,2284
"Lincoln, NE",40.8651,-96.8231,"Chicago, IL",41.9613,-87.8849,2277
"Harrisburg, PA",40.2618,-76.8831,"Chicago, IL",41.9613,-87.8849,2234
"Missoula, MT",46.8563,-114.0252,"Chicago, IL",41.9613,-87.8849,59
"Mosinee, WI",44.7997,-89.6845,"Chicago, IL",41.9613,-87.8849,2217
"Springfield, IL",39.8,-89.6495,"Chicago, IL",41.9613,-87.8849,2181
"Charlottesville, VA",38.0936,-78.5611,"Chicago, IL",41.9613,-87.8849,1997
"Jackson, WY",43.4528,-110.7393,"Chicago, IL",41.9613,-87.8849,790
"Kalispell, MT",48.2028,-114.3039,"Chicago, IL",41.9613,-87.8849,256
"Lansing, MI",42.7039,-84.6228,"Chicago, IL",41.9613,-87.8849,1946
"Great Falls, MT",47.5098,-111.2734,"Chicago, IL",41.9613,-87.8849,20
"Atlantic City, NJ",39.3642,-74.4233,"Chicago, IL",41.9613,-87.8849,293
"State College, PA",40.7925,-77.8523,"Chicago, IL",41.9613,-87.8849,1457
"Rochester, MN",44.0496,-92.4896,"Chicago, IL",41.9613,-87.8849,1446
"Eau Claire, WI",44.784,-91.4877,"Chicago, IL",41.9613,-87.8849,1413
"Paducah, KY",37.0634,-88.6632,"Chicago, IL",41.9613,-87.8849,1412
"La Crosse, WI",43.7989,-91.2175,"Chicago, IL",41.9613,-87.8849,1245
"Cody, WY",44.5231,-109.0756,"Chicago, IL",41.9613,-87.8849,27
"Toledo, OH",41.7207,-83.5694,"Chicago, IL",41.9613,-87.8849,1050
"Dubuque, IA",42.515,-90.6819,"Chicago, IL",41.9613,-87.8849,1015
"Trenton, NJ",40.2805,-74.712,"Chicago, IL",41.9613,-87.8849,416
"Columbia, MO",38.9382,-92.3049,"Chicago, IL",41.9613,-87.8849,709
"Marquette, MI",46.5786,-87.4545,"Chicago, IL",41.9613,-87.8849,312
"Latrobe, PA",40.2926,-79.4103,"Chicago, IL",41.9613,-87.8849,189
"Sioux City, IA",42.4972,-96.4029,"Chicago, IL",41.9613,-87.8849,677
"Waterloo, IA",42.4778,-92.3661,"Chicago, IL",41.9613,-87.8849,674
"Hayden, CO",40.4945,-107.2571,"Chicago, IL",41.9613,-87.8849,23
"Gunnison, CO",38.5511,-106.931,"Chicago, IL",41.9613,-87.8849,34
"San Francisco, CA",37.7848,-122.7278,"Las Vegas, NV",36.1721,-115.1224,17836
"Los Angeles, CA",33.9731,-118.2479,"Las Vegas, NV",36.1721,-115.1224,22036
"Chicago, IL",41.9613,-87.8849,"Las Vegas, NV",36.1721,-115.1224,15482
"Boston, MA",42.3706,-71.027,"Las Vegas, NV",36.1721,-115.1224,2349
"Atlanta, GA",33.8444,-84.47399999999999,"Las Vegas, NV",36.1721,-115.1224,9366
"Washington, DC",38.9122,-77.0177,"Las Vegas, NV",36.1721,-115.1224,2972
"Miami, FL",25.7791,-80.1978,"Las Vegas, NV",36.1721,-115.1224,3232
"Minneapolis, MN",44.9462,-93.2,"Las Vegas, NV",36.1721,-115.1224,5616
"Fort Lauderdale, FL",26.1216,-80.1288,"Las Vegas, NV",36.1721,-115.1224,2260
"Orlando, FL",28.5399,-81.3727,"Las Vegas, NV",36.1721,-115.1224,2243
"Seattle, WA",47.4323,-121.8034,"Las Vegas, NV",36.1721,-115.1224,11854
"Denver, CO",39.7263,-104.8568,"Las Vegas, NV",36.1721,-115.1224,13636
"Honolulu, HI",24.8598,-168.0218,"Las Vegas, NV",36.1721,-115.1224,1775
"Houston, TX",29.8131,-95.3098,"Las Vegas, NV",36.1721,-115.1224,9313
"Phoenix, AZ",33.704,-112.3518,"Las Vegas, NV",36.1721,-115.1224,11818
"San Diego, CA",32.7185,-117.1593,"Las Vegas, NV",36.1721,-115.1224,8949
"Tampa, FL",27.9961,-82.58200000000001,"Las Vegas, NV",36.1721,-115.1224,1407
"Detroit, MI",42.3474,-83.0604,"Las Vegas, NV",36.1721,-115.1224,6456
"Philadelphia, PA",40.0018,-75.1179,"Las Vegas, NV",36.1721,-115.1224,4542
"Salt Lake City, UT",40.7559,-111.8967,"Las Vegas, NV",36.1721,-115.1224,8188
"Dallas, TX",32.7904,-96.8044,"Las Vegas, NV",36.1721,-115.1224,4000
"Charlotte, NC",35.26,-80.8042,"Las Vegas, NV",36.1721,-115.1224,3419
"Anchorage, AK",61.2116,-149.8761,"Las Vegas, NV",36.1721,-115.1224,161
"Oakland, CA",37.7806,-122.2166,"Las Vegas, NV",36.1721,-115.1224,7614
"Baltimore, MD",39.2946,-76.6252,"Las Vegas, NV",36.1721,-115.1224,3882
"New Orleans, LA",29.9605,-90.0753,"Las Vegas, NV",36.1721,-115.1224,1861
"Newark, NJ",40.7361,-74.2251,"Las Vegas, NV",36.1721,-115.1224,4159
"San Jose, CA",37.3894,-121.8868,"Las Vegas, NV",36.1721,-115.1224,6127
"Cleveland, OH",41.5234,-81.5996,"Las Vegas, NV",36.1721,-115.1224,2796
"Jacksonville, FL",30.3375,-81.7686,"Las Vegas, NV",36.1721,-115.1224,202
"Sacramento, CA",38.3805,-121.5554,"Las Vegas, NV",36.1721,-115.1224,5509
"Milwaukee, WI",43.0113,-87.9584,"Las Vegas, NV",36.1721,-115.1224,2667
"Nashville, TN",36.1657,-86.7781,"Las Vegas, NV",36.1721,-115.1224,2131
"Portland, OR",45.5078,-122.6897,"Las Vegas, NV",36.1721,-115.1224,5752
"San Antonio, TX",29.4711,-98.5356,"Las Vegas, NV",36.1721,-115.1224,2872
"Austin, TX",30.3264,-97.7713,"Las Vegas, NV",36.1721,-115.1224,2661
"Kansas City, MO",39.1024,-94.5986,"Las Vegas, NV",36.1721,-115.1224,3538
"Santa Ana, CA",33.7523,-117.8541,"Las Vegas, NV",36.1721,-115.1224,5034
"Columbus, OH",40.0999,-83.0157,"Las Vegas, NV",36.1721,-115.1224,1563
"Indianapolis, IN",39.775,-86.1093,"Las Vegas, NV",36.1721,-115.1224,1903
"Burbank, CA",34.1862,-118.3009,"Las Vegas, NV",36.1721,-115.1224,6698
"Pittsburgh, PA",40.4752,-79.9528,"Las Vegas, NV",36.1721,-115.1224,1508
"Birmingham, AL",33.4564,-86.8019,"Las Vegas, NV",36.1721,-115.1224,758
"Omaha, NE",41.2917,-96.1711,"Las Vegas, NV",36.1721,-115.1224,1864
"Memphis, TN",35.1693,-89.9904,"Las Vegas, NV",36.1721,-115.1224,47
"Reno, NV",39.5268,-119.8113,"Las Vegas, NV",36.1721,-115.1224,6817
"Spokane, WA",47.6665,-117.4365,"Las Vegas, NV",36.1721,-115.1224,1422
"Ontario, CA",34.84,-115.9671,"Las Vegas, NV",36.1721,-115.1224,3034
"Cincinnati, OH",39.1668,-84.5382,"Las Vegas, NV",36.1721,-115.1224,1357
"Buffalo, NY",42.8967,-78.8846,"Las Vegas, NV",36.1721,-115.1224,1216
"Louisville, KY",38.189,-85.6768,"Las Vegas, NV",36.1721,-115.1224,750
"Tucson, AZ",32.2139,-110.9694,"Las Vegas, NV",36.1721,-115.1224,2314
"Manchester, NH",42.9929,-71.4633,"Las Vegas, NV",36.1721,-115.1224,9
"Hartford, CT",41.7801,-72.6771,"Las Vegas, NV",36.1721,-115.1224,601
"Oklahoma City, OK",35.3513,-97.4953,"Las Vegas, NV",36.1721,-115.1224,1460
"Colorado Springs, CO",38.8615,-104.8578,"Las Vegas, NV",36.1721,-115.1224,262
"El Paso, TX",31.7584,-106.4783,"Las Vegas, NV",36.1721,-115.1224,1432
"Akron, OH",41.0449,-81.52,"Las Vegas, NV",36.1721,-115.1224,149
"Long Beach, CA",33.8043,-118.20100000000001,"Las Vegas, NV",36.1721,-115.1224,2916
"Boise, ID",43.6038,-116.2729,"Las Vegas, NV",36.1721,-115.1224,1438
"Albany, NY",42.6149,-73.9708,"Las Vegas, NV",36.1721,-115.1224,666
"Flint, MI",42.9659,-83.7808,"Las Vegas, NV",36.1721,-115.1224,467
"Latrobe, PA",40.2926,-79.4103,"Las Vegas, NV",36.1721,-115.1224,210
"Bellingham, WA",48.748999999999995,-122.4887,"Las Vegas, NV",36.1721,-115.1224,429
"San Francisco, CA",37.7848,-122.7278,"Seattle, WA",47.4323,-121.8034,15707
"Los Angeles, CA",33.9731,-118.2479,"Seattle, WA",47.4323,-121.8034,18840
"Chicago, IL",41.9613,-87.8849,"Seattle, WA",47.4323,-121.8034,11274
"Boston, MA",42.3706,-71.027,"Seattle, WA",47.4323,-121.8034,3502
"Atlanta, GA",33.8444,-84.47399999999999,"Seattle, WA",47.4323,-121.8034,6141
"Washington, DC",38.9122,-77.0177,"Seattle, WA",47.4323,-121.8034,3948
"Las Vegas, NV",36.1721,-115.1224,"Seattle, WA",47.4323,-121.8034,11864
"Miami, FL",25.7791,-80.1978,"Seattle, WA",47.4323,-121.8034,741
"Minneapolis, MN",44.9462,-93.2,"Seattle, WA",47.4323,-121.8034,5845
"Fort Lauderdale, FL",26.1216,-80.1288,"Seattle, WA",47.4323,-121.8034,747
"Orlando, FL",28.5399,-81.3727,"Seattle, WA",47.4323,-121.8034,1265
"Denver, CO",39.7263,-104.8568,"Seattle, WA",47.4323,-121.8034,12272
"Kahului, HI",20.8814,-156.4783,"Seattle, WA",47.4323,-121.8034,2695
"Honolulu, HI",24.8598,-168.0218,"Seattle, WA",47.4323,-121.8034,3653
"Houston, TX",29.8131,-95.3098,"Seattle, WA",47.4323,-121.8034,5116
"Phoenix, AZ",33.704,-112.3518,"Seattle, WA",47.4323,-121.8034,12458
"San Diego, CA",32.7185,-117.1593,"Seattle, WA",47.4323,-121.8034,7102
"Detroit, MI",42.3474,-83.0604,"Seattle, WA",47.4323,-121.8034,4269
"Philadelphia, PA",40.0018,-75.1179,"Seattle, WA",47.4323,-121.8034,2063
"Salt Lake City, UT",40.7559,-111.8967,"Seattle, WA",47.4323,-121.8034,8063
"Dallas, TX",32.7904,-96.8044,"Seattle, WA",47.4323,-121.8034,777
"Charlotte, NC",35.26,-80.8042,"Seattle, WA",47.4323,-121.8034,1815
"Anchorage, AK",61.2116,-149.8761,"Seattle, WA",47.4323,-121.8034,13519
"Oakland, CA",37.7806,-122.2166,"Seattle, WA",47.4323,-121.8034,7117
"Baltimore, MD",39.2946,-76.6252,"Seattle, WA",47.4323,-121.8034,1597
"Newark, NJ",40.7361,-74.2251,"Seattle, WA",47.4323,-121.8034,3262
"San Jose, CA",37.3894,-121.8868,"Seattle, WA",47.4323,-121.8034,8435
"Cleveland, OH",41.5234,-81.5996,"Seattle, WA",47.4323,-121.8034,224
"Sacramento, CA",38.3805,-121.5554,"Seattle, WA",47.4323,-121.8034,7755
"Milwaukee, WI",43.0113,-87.9584,"Seattle, WA",47.4323,-121.8034,1384
"Nashville, TN",36.1657,-86.7781,"Seattle, WA",47.4323,-121.8034,851
"Austin, TX",30.3264,-97.7713,"Seattle, WA",47.4323,-121.8034,1404
"Kansas City, MO",39.1024,-94.5986,"Seattle, WA",47.4323,-121.8034,1319
"Santa Ana, CA",33.7523,-117.8541,"Seattle, WA",47.4323,-121.8034,6234
"Burbank, CA",34.1862,-118.3009,"Seattle, WA",47.4323,-121.8034,2296
"Charleston, SC",32.7795,-79.9371,"Seattle, WA",47.4323,-121.8034,235
"Omaha, NE",41.2917,-96.1711,"Seattle, WA",47.4323,-121.8034,734
"Spokane, WA",47.6665,-117.4365,"Seattle, WA",47.4323,-121.8034,6711
